relative_time,g_flux,r_flux,i_flux,z_flux,ZTF_r_flux,ZTF_g_flux,g_uncert,r_uncert,i_uncert,z_uncert,ZTF_r_uncert,ZTF_g_uncert,mwebv
-48.86999999999534,104.42413716071609,,,,,,71.088,,,,,,0.017
-47.830000000001746,,97.81978481604735,,,,,,44.388,,,,,0.017
-17.939999999995052,,50.83672460653919,,,,,,42.604,,,,,0.017
-1.930000000000291,,145.96456557312075,221.597348605856,,,,,124.288,78.154,,,,0.017
-0.00999999999476131,,,,353.8942758103543,,,,,,94.919,,,0.017
0.0,615.0078816304921,,,,,,60.022,,,,,,0.017
1.8960000000006403,,,,,,852.7514694823141,,,,,,147.588,0.017
3.8919999999998254,,,,,,664.9169116453229,,,,,,94.24,0.017
3.930000000000291,,,,,739.0708109049943,,,,,,83.571,,0.017
5.832999999998719,,,,,685.9394636225626,,,,,,117.945,,0.017
5.874000000003434,,,,,,541.4852868760838,,,,,,152.613,0.017
7.8510000000023865,,,,,,715.3474530402608,,,,,,99.5,0.017
10.959999999999127,547.0320116047199,716.2673395408771,,,,,137.346,129.509,,,,,0.017
11.810000000004948,,,,,,811.2147623499866,,,,,,90.682,0.017
11.895000000004075,,,,,558.5166560196787,,,,,,74.653,,0.017
14.040000000000873,,,660.3450592336545,,,,,,71.799,,,,0.017
14.05000000000291,622.9270921864116,,,,,,87.397,,,,,,0.017
20.812000000005355,,,,,1074.9306198356696,,,,,,302.7,,0.017
22.811000000001513,,,,,,676.7548678790405,,,,,,175.943,0.017
23.85700000000361,,,,,,936.5688627331883,,,,,,173.448,0.017
23.910000000003492,,,796.0765255859324,,,,,,67.97,,,,0.017
23.919999999998254,,634.1630521321712,,,,,,57.197,,,,,0.017
25.776000000005297,,,,,519.8830566224702,,,,,,149.17,,0.017
25.791000000004715,,,,,,771.6270258097635,,,,,,178.677,0.017
27.950000000004366,,,739.8809130975758,,,,,,190.515,,,,0.017
31.85399999999936,,,,,,633.2416353773411,,,,,,166.304,0.017
32.76900000000023,,,,,399.60451935372174,,,,,,85.631,,0.017
32.80600000000413,,,,,,574.3168039901698,,,,,,92.635,0.017
33.9800000000032,,,992.8832373772266,,,,,,108.233,,,,0.017
34.822000000000116,,,,,,493.32483520832784,,,,,,153.746,0.017
35.85399999999936,,,,,,680.1366868890489,,,,,,131.682,0.017
37.82800000000134,,,,,497.87986972508935,,,,,,107.466,,0.017
37.83299999999872,,,,,,772.0255102810149,,,,,,137.75,0.017
37.900000000001455,325.40948545230736,,,,,,66.86,,,,,,0.017
37.91000000000349,,534.6402432876141,,,,,,58.553,,,,,0.017
39.72899999999936,,,,,,508.032727474356,,,,,,113.22,0.017
39.812000000005355,,,,,331.5486830967609,,,,,,96.527,,0.017
41.70200000000477,,,,,,1073.0052825735063,,,,,,258.529,0.017
49.86000000000058,,,671.4527396446667,,,,,,108.51,,,,0.017
49.87000000000262,,467.5165297140442,,,,,,123.77,,,,,0.017
51.84000000000378,,,,,,1100.1965487407842,,,,,,272.209,0.017
53.849999999998545,,622.9226771567144,,392.5496701305998,,,,74.099,,116.173,,,0.017
55.76600000000326,,,,,473.8324889267407,,,,,,146.555,,0.017
56.900000000001455,,570.7660048312569,,,,,,56.529,,,,,0.017
56.91000000000349,,,584.2034191278974,,,,,,67.014,,,,0.017
60.82700000000477,,,,,,893.9342037066683,,,,,,153.126,0.017
62.7760000000053,,,,,,791.7844051799793,,,,,,121.91,0.017
71.78800000000047,,,,,,886.2517198446969,,,,,,223.848,0.017
85.70700000000215,,,,,,519.5389665817395,,,,,,132.844,0.017
87.68700000000536,,,,,,464.43047184610055,,,,,,116.968,0.017
87.70700000000215,,,,,432.1534153165835,,,,,,109.304,,0.017
90.68700000000536,,,,,,503.0707479679758,,,,,,124.761,0.017
